K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,add-one,1.9317167177469017
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,add-half,1.6657110108457458
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,adaptive,1.1720369557009238
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,cesaro,1.2841148203792137
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,support-oracle,0.27941664972585534
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,MLE,17.397481582098553
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,add-one,2.043048618083227
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,add-half,1.9505177432852965
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,adaptive,2.1646142909845087
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,cesaro,2.083172849132288
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,41,support-oracle,0.32306132534851795
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,MLE,3.619367290495892
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,add-one,1.8645733421403683
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,add-half,1.5446684593618598
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,adaptive,0.803694623552355
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,cesaro,1.0154405356413556
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,42,support-oracle,0.1583740982419691
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,MLE,19.443488918743967
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,add-one,1.038007691435795
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,add-half,1.024463633722723
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,adaptive,1.3395944877859534
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,cesaro,1.2310040440811216
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,43,support-oracle,0.138412787038286
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,MLE,15.467391346044858
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,add-one,0.9200304902497763
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,add-half,0.890825096385938
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,adaptive,1.020746828022474
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,cesaro,1.0124822843573122
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,44,support-oracle,0.1819295588578534
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,MLE,17.47298869477749
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,add-one,0.8591886733653485
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,add-half,0.8422346380195509
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,adaptive,1.019910778675218
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,cesaro,1.046209406281533
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,45,support-oracle,0.13228033914322443
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,MLE,12.053580772098776
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,add-one,1.4003391131788334
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,46,add-half,1.283087199439927
